,ptr,ggo,ppy,mml,hsa br M 1,hsa br M 2,hsa br M 3,hsa br M 4,hsa br M 5,hsa br F 1,hsa cb M 1,hsa cb F 1,hsa ht M 2,hsa ht M 1,hsa ht F 1,hsa kd M 1,hsa kd M 2,hsa kd F 1,hsa lv M 1,hsa lv M 2,hsa ts M 1,hsa ts M 2,ptr br M 3,ptr br M 2,ptr br M 5,ptr br M 1,ptr br M 4,ptr br F 1,ptr cb M 1,ptr cb F 1,ptr ht M 1,ptr ht F 1,ptr kd M 1,ptr kd F 1,ptr lv M 1,ptr lv F 1,ptr ts M 1,ppa br M 1,ppa br F 1,ppa br F 2,ppa cb M 1,ppa cb F 1,ppa ht M 1,ppa ht F 1,ppa kd M 1,ppa kd F 1,ppa lv M 1,ppa lv F 1,ppa ts M 1,ggo br M 1,ggo br F 1,ggo cb M 1,ggo cb F 1,ggo ht M 1,ggo ht F 1,ggo kd M 1,ggo kd F 1,ggo lv M 1,ggo lv F 1,ggo ts M 1,ppy br M 1,ppy br F 1,ppy cb F 1,ppy ht M 1,ppy ht F 1,ppy kd M 1,ppy kd F 1,ppy lv M 1,ppy lv F 1,mml br M 2,mml br M 1,mml br F 1,mml cb M 1,mml cb F 1,mml ht M 1,mml ht F 1,mml kd M 1,mml kd F 1,mml lv M 1,mml lv F 1,mml ts M 1,mml ts M 2
ptr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggo ht M 1,,,,,0.7223029622720712,0.681820433450093,0.7460598926138675,0.7120448578085645,0.7171913579567243,0.7894624806970572,0.8060355240032925,0.8042472150528074,0.8534500523476919,0.8912348318205496,0.8908981072368745,0.8486571050945233,0.8653490606687282,0.855335817286347,0.741633397296482,0.8115442187787951,0.6638807879794711,0.608276314270623,0.8353447770629683,0.8338661803909587,0.8345844465829327,0.8657512720277625,0.8175042744378487,0.8138612669747428,0.8543194299886048,0.806416504536153,0.7965579123225088,0.849585686826601,0.8112558724638034,0.8518241266734711,0.8630554671009858,0.8525942055028766,0.41051933353151426,0.7436674210040168,0.8224492919416737,0.8566946176946966,0.8360466327294206,0.8256945701729673,0.8751914529238934,0.8701302939789526,0.8734076068635609,0.9028257929912015,0.7973124600086784,0.8302205405884637,0.45440159140725683,0.8729725642384067,0.894095095105733,0.8444043603798199,0.9229335176658908,0.9998275515428692,0.9566344412913461,0.8933075703194212,0.8837568877945291,0.8399381617720744,0.8666996531632001,0.5498232750633183,0.7789314180109744,0.8394912239915079,0.7477993928146056,0.8343269008747114,0.7559784370369087,0.8308609758659964,0.8513710419917242,0.7772926708142843,0.7543254046774713,0.771903874541081,0.7305390951236673,0.7606637215052945,0.8012219408823684,0.7017137798766319,0.8673983389675356,0.8567515356230339,0.7696466162547344,0.7880646082895904,0.6871223937092641,0.7526368875775195,0.3826281380310493,0.4711321587957199
ggo ht F 1,,,,,0.7142617154501649,0.6644434218768349,0.757056427896922,0.744245177186406,0.7261426212868068,0.7935346146180882,0.7870938666381406,0.8019919081779785,0.8365414393999969,0.8768991943306815,0.875773373185265,0.8369328667702128,0.846249550730523,0.8413037471308581,0.7290595812015996,0.8020138752548648,0.7581324708492732,0.7074860679714197,0.7910457357086959,0.793961435877195,0.7926897895748005,0.8377853311092058,0.7578497273127215,0.7916012808132303,0.8148273176461328,0.7765286544865919,0.767754743778125,0.8086157295255326,0.7927030727148534,0.8442710738132605,0.8707126577477073,0.8373325346872924,0.5682728897430049,0.6894923821170474,0.7910210061247341,0.8273367882230296,0.8147444331356191,0.7871260169418851,0.8185053713569853,0.8516446691959413,0.8739747189587609,0.8852565790841643,0.7969214044819105,0.820416051572414,0.620270986618834,0.8552538187858247,0.8830615284197557,0.8101172522600328,0.905619362614693,0.959448307752922,0.9998311409638057,0.8414875603909165,0.8632530443809641,0.7957666639707095,0.8341821895743164,0.6606656768187826,0.8017002884385325,0.8660564048191771,0.7370283555345327,0.8540456468032298,0.7315697642490381,0.8116481273359786,0.8407801821499772,0.7724547297196369,0.764497952572445,0.7421555165889926,0.6965141963472914,0.738871791079399,0.774944660018543,0.6591653554052544,0.8451083715786372,0.826885984950055,0.7430458219110567,0.7553979610280329,0.7369893895014009,0.7609672955647219,0.49941001747110814,0.6044451513732124
ggo kd M 1,,,,,0.7129620896531537,0.6977696564483931,0.648227505347514,0.6259386328065363,0.6197011666058135,0.7188953842043203,0.7873802042982752,0.7458161538786512,0.8559656540783912,0.8731629543903925,0.8874489813062808,0.8695976938586905,0.9316068972191254,0.9169281466856147,0.8019052578059694,0.7914057992919636,0.524643088733998,0.486677874147957,0.8124698621941611,0.7986454100701885,0.8347008847959633,0.8102336147170945,0.8355810595532903,0.7268671726157362,0.8257495081587445,0.7506846045524217,0.8191100518363751,0.8358775495405002,0.8815981663436037,0.8296842550069804,0.8037808738009414,0.7761477758787634,0.26422425952107453,0.7883107751717834,0.8121351625515507,0.8144293432243751,0.8185116789791661,0.8299566446571166,0.860463528211495,0.8502619608212698,0.9006046309913207,0.9234315035256616,0.8228985539638781,0.8463883149250657,0.25634102794764796,0.8109000419849187,0.848550074333833,0.8493410466130064,0.8796639516188252,0.8917225200653438,0.839019668195139,0.9998897314207881,0.9785637012718771,0.8958826305614057,0.8775180637854247,0.4519289541129707,0.7749361097998654,0.8234875254171854,0.8309576590501688,0.7582755619036419,0.7996013934849615,0.9205853281223101,0.9099268647357565,0.807885016772789,0.739502984404774,0.7664417455843308,0.7683725829141372,0.7430842511908826,0.8153954061303816,0.7558755571376007,0.8625371216215127,0.8261994608201235,0.856942165195961,0.8754419484652861,0.5745755126872567,0.6998018818404932,0.27353410716748583,0.2928599480958354
ggo kd F 1,,,,,0.7918496821773894,0.7278122832725539,0.810121276263287,0.8005363068315838,0.7904678237983205,0.8110455501095605,0.8492042936670703,0.8356502491063563,0.829754757537099,0.8713453930192793,0.8733302940943156,0.8909195912858088,0.9304719417662715,0.925118305895111,0.7308455525599684,0.7464620101785077,0.6856820773776373,0.6136895275667612,0.8359977822722126,0.8182441458155002,0.8551705122522175,0.8662703291168119,0.8339870017885896,0.7554215541091885,0.8415680225228702,0.7488140475510159,0.7358958612964792,0.7631874195050641,0.9109949659131107,0.908574639198036,0.799729189033843,0.8002974367875721,0.42207671452796514,0.7688701281989315,0.8407945254500356,0.8404965902159569,0.8207147631085087,0.8170298920255756,0.8183643066486633,0.7891585009579357,0.9465416402745065,0.9389823581748787,0.7557942614596972,0.8154999819367058,0.4844757942970366,0.8930282624998397,0.8890967263809288,0.8654480849093196,0.8975300099125004,0.8845136572606602,0.8620348910946248,0.9781257492702117,0.9999437789210248,0.8650398319137084,0.852133379757482,0.569067968679902,0.8428579060905638,0.8774115893543278,0.7983774195260209,0.712287366364495,0.7183853625295256,0.9082335211159642,0.899462878876545,0.7651682505232239,0.7306417538193606,0.803471539394915,0.7660112923480836,0.7999908264312775,0.8031015010834452,0.7203946343074501,0.8424533992110794,0.7850846903733202,0.817302445916771,0.8689242370685633,0.7470315066401533,0.7772798490637558,0.43008066208905305,0.47148467293625196
ggo lv M 1,,,,,0.5766199790732768,0.5432504668310941,0.5494785882726538,0.5464849380233193,0.5214250806844726,0.5966694465039171,0.6849186291628314,0.6758014493617759,0.8272175557922086,0.8380482715008923,0.8536096195472231,0.765005765962797,0.8082303231927858,0.812001477009858,0.845509067876078,0.8123038999222678,0.6601828102375933,0.6275038727297698,0.677400219324803,0.7091708379004996,0.7045449321902801,0.7085637367957164,0.6788339252743082,0.6131229059536016,0.7235422121428927,0.6349884900376006,0.707998921320815,0.7113165897123555,0.6836827882832668,0.6843167715164052,0.8349060047430336,0.7825972290941667,0.44566660259038976,0.5964910172396338,0.7415138570561757,0.6888489021915762,0.7077397997427846,0.7357886984763559,0.7958950856804969,0.7435796456906869,0.7762833115977531,0.822128869440988,0.8369668585342028,0.8969285630631496,0.3903491409169781,0.7108935216002069,0.6889953970770263,0.7642122116967595,0.7867104222166016,0.8373715951282689,0.791137781027283,0.8932741898305763,0.8639682441103177,0.9999256774262478,0.9471318544028259,0.5817932754043554,0.711967841503474,0.7406573211269182,0.7627646303696094,0.7267577607279464,0.7707366343978899,0.8512589049926598,0.8708836686353307,0.840145822642929,0.8482086576316199,0.5923469636869542,0.5839231632050522,0.5594724652678601,0.6765625691908946,0.5932308853597621,0.7667775871981577,0.7467761725061356,0.6646855952337175,0.7241828068744025,0.5213074628768586,0.635242423607291,0.4457585334990055,0.4542610575697004
ggo lv F 1,,,,,0.6094860715405588,0.5434003496099225,0.5999100305300822,0.590385449674238,0.5659982508535225,0.6358152771899347,0.7113253810502602,0.6962450937238076,0.8181247311580288,0.8519198360253177,0.8490904967159857,0.7750206595774649,0.8185883788752074,0.832310451039251,0.8696588119376281,0.8665973728978473,0.6737282800816361,0.6340740952070204,0.7127009969939807,0.7530605449959102,0.7260988711037631,0.7444597526206379,0.708840367800087,0.6808815940256118,0.7384550642445841,0.6747863206765379,0.7135893645910932,0.7426940593076431,0.6851501596150454,0.7134610579556073,0.8786548010285103,0.8260394313569102,0.4701990182674074,0.5978164282211392,0.7378367042530849,0.7166189847034996,0.7132654473510897,0.7415830884396499,0.7734371699407646,0.7505451656031126,0.7734764487705965,0.8187754020357515,0.8306623188774931,0.8713785860492468,0.4349056379478019,0.7632352353879767,0.7595462667206901,0.805550225484531,0.8422014819482174,0.8648517635329089,0.8302097651875329,0.8758353152395347,0.8505726794124275,0.9481393477170417,0.9999070089209136,0.5921169853512274,0.7197522308724347,0.7793010356027399,0.7767107028920738,0.7471128552921015,0.7394833824507272,0.8716893741109253,0.8879620373584215,0.8632748716468984,0.8179426916651384,0.6205114828668274,0.6031855092784255,0.5915885663415414,0.7293164556871742,0.6253232287561235,0.7674999638300487,0.7479082502697855,0.6975965874246035,0.7441319206606903,0.6157124004711217,0.7212485000954736,0.4667270052894857,0.4799168766625683
ggo ts M 1,,,,,0.6166649491801095,0.6332493097244593,0.5678920967286569,0.48455822162212203,0.425916261257972,0.6684148864036125,0.5871258386349384,0.5675604975146442,0.5968926940556872,0.6520496237010673,0.6151973193881578,0.6013532209455286,0.6444385494463696,0.639949355854448,0.41033950624766785,0.39527800978760447,0.8560800884237127,0.9422960089896492,0.5384877282167467,0.5109594029168544,0.5493691624694255,0.5484467657208093,0.5914074723609339,0.5130440414046469,0.6080875707247131,0.5435872184845705,0.618929979871556,0.4161837282861479,0.38109014692819515,0.4931076944311097,0.5693302613491852,0.48195730028193196,0.905015833338102,0.6503983337990596,0.5483986813116625,0.5541030961541451,0.6560588861170088,0.59317733929847,0.7004699148042692,0.4997925594347667,0.590746609829082,0.5961513765383958,0.39105559102784504,0.5858458818825351,0.8293916627798323,0.5549528203063383,0.6532356012545909,0.5604215183018089,0.6520926880663009,0.550222002891687,0.6598140552429171,0.45447247301399035,0.5696563984669057,0.5804894855722893,0.5935056823485046,0.9999822355528978,0.5508926674095962,0.5829843080086747,0.32324046619000335,0.7105431421333918,0.7000515028768617,0.5916664435348684,0.6070980664899972,0.744592840549333,0.5958710350300926,0.519187233793731,0.5942386849223481,0.5757262596999398,0.334189424379607,0.4638945069045207,0.3177773431555727,0.5566702854939576,0.3095498354096279,0.5000029564314551,0.4420849594797644,0.4960721636708432,0.8631863682392399,0.8490558971450208
ppy br M 1,,,,,0.8107919785658824,0.773704444036512,0.802707002605626,0.7755349394138824,0.7729399201577234,0.8314431225012863,0.8221508430728263,0.7980323984791845,0.7615423567275399,0.7582034346102939,0.7585814099899781,0.8110480562749436,0.8343690406890445,0.8196721252436519,0.6863409666322022,0.762890052112307,0.705636133400826,0.5722176488178315,0.8523244560551657,0.8558803580217851,0.8526307403002498,0.8615428056917449,0.8152589746277832,0.7822805621057871,0.788766193828741,0.740278449905766,0.5969873305966614,0.667179678270903,0.7571465650558087,0.8411156688419187,0.7630596752630837,0.7861589904029836,0.40356978894899065,0.7531236506194309,0.8538573845124285,0.8555825654440383,0.7669017629526794,0.7834361036068914,0.7180663417155541,0.6928318332084284,0.8676857280470457,0.8512952942047025,0.7593745664524721,0.7849907800372002,0.4578844276171018,0.8575180650117873,0.8423982882368833,0.7836899898197995,0.8235026792226003,0.7785530212465155,0.7990000776284986,0.7761163807979765,0.8418705755714684,0.7145724886619872,0.7221349008677697,0.5525247623317833,0.9999549677093122,0.9489110029494616,0.7709413835286171,0.7194050848470008,0.6743110249993518,0.8006771540187383,0.7851733961615568,0.6856548006070258,0.7583719179835232,0.8312445313856388,0.7798394501157694,0.8096426793777104,0.814022952500947,0.6905682111802978,0.8103710995571738,0.7155710946691346,0.7312756780430543,0.7584491158679237,0.7599361214482928,0.7498486342187007,0.33900247002136485,0.4004230665125228
ppy br F 1,,,,,0.8023386027883995,0.7625995314569073,0.7781849492697531,0.7691406419781174,0.7265451910408557,0.8338271920937582,0.8378981298347777,0.8503275096871938,0.8405268238264608,0.8210054827871481,0.8436514237474485,0.8457874076733126,0.8868454645688735,0.8650028415058605,0.7582747545036302,0.8196794104527361,0.6890553151904167,0.6078344469889534,0.8374621248799355,0.8554448079416923,0.8564225490454257,0.8668500353636952,0.8402004325141152,0.8421822807876774,0.8439617735239532,0.8035951140432638,0.7357291633886318,0.7830384343909763,0.844351512793841,0.8849481706355625,0.8575810667337291,0.8493988744252323,0.4764193099178445,0.7885925555792751,0.8471559632215576,0.8682546568383401,0.8176457519518275,0.8022823911658531,0.792626809272015,0.7942812768303054,0.8971109077685833,0.8980590469763359,0.8348817512901151,0.8279356988124335,0.5110266878220941,0.8457174476905723,0.8866623269935496,0.7849058402153721,0.8603027682043021,0.8388644091276715,0.8629408304140459,0.8243363731895826,0.8759704812779038,0.7431926238848509,0.7814769959500085,0.5825770389341016,0.9486428639920818,0.9999461180614139,0.8452684999929365,0.829003715252106,0.7549104113171862,0.8548690544804162,0.8535822062565085,0.7569475610850793,0.7997697490785205,0.8272399376321005,0.8101713060968766,0.8215790818653814,0.8460084461753125,0.7535817992107193,0.8552088182874298,0.8126503964626923,0.8071993074832517,0.7916492578708014,0.7467791541052717,0.8070680920570003,0.37738582925582514,0.4375995441650559
ppy cb F 1,,,,,0.6088362377517509,0.5589361685391031,0.4956327995395072,0.6070674935038785,0.45748495271475087,0.5808519120032525,0.7408071846093531,0.7702180621432343,0.7830763552937008,0.7591693014065138,0.7990369331530606,0.7097286757665833,0.7921535561598377,0.7631953014611392,0.7672900292263848,0.757234192329672,0.36662076906046304,0.3273057908625646,0.6713027501436017,0.6869517631075649,0.7158336418640714,0.6870230469857171,0.7071573845756073,0.6157939108717453,0.796327592939547,0.6913282490692424,0.7510193599442596,0.7645208286512994,0.7896085021665242,0.7039773464793242,0.7348085385301206,0.6674090259019156,0.17231761734659162,0.678785465804546,0.6828019876180088,0.7362373779628746,0.8019756373196641,0.8139975715418463,0.7939774733518234,0.8005813628715808,0.786684984484088,0.8379196739915238,0.819729443617037,0.759056332521841,0.16603674327612147,0.6549884355710706,0.6997942628470939,0.8163327273882035,0.8139749306590366,0.7453249650877054,0.7345345929175218,0.829015837130212,0.7964870159845887,0.7629147223781246,0.7758453322216189,0.3235461866289085,0.7706311173700833,0.8451014013875044,0.999990532493227,0.7504510760820848,0.8360676898732329,0.8604990447602634,0.8523514739891707,0.8275984649654273,0.7048000985055525,0.6060263903355361,0.6578904686528293,0.6001400179387636,0.8009991367188719,0.7689155569572752,0.7991674356641366,0.7350325743711178,0.7794770609522981,0.745400501260455,0.5074607450928554,0.6633946814136845,0.16928027744049978,0.1624108720433475
ppy ht M 1,,,,,0.6103926430356645,0.6085524791583103,0.5997931926528887,0.6303203635194512,0.5432630610697283,0.7207684859070236,0.655306875788337,0.7486953316967531,0.8228054201300505,0.8065291379976199,0.830034781218839,0.6895605889353222,0.7487135872379089,0.7367737395837464,0.6680772007476319,0.7330830808826571,0.6814866896921559,0.7256669215961358,0.6078441285255254,0.601989637506088,0.6327673969822625,0.6468044998380951,0.6400341110872796,0.6467225026352459,0.7414790112417902,0.6455453426668303,0.8377133327680786,0.7744098409511474,0.7461301820255251,0.70451832146991,0.7847468714762852,0.6895976819742945,0.6456945131345717,0.614094813235919,0.6092513612144452,0.6736258287285217,0.7327306944624457,0.6699622521358766,0.8256089523759527,0.8765313610529522,0.7578434152781002,0.7899334958842995,0.762888483370266,0.7414607575859765,0.6267580768372414,0.6537420027099932,0.7499116129352306,0.6332308977362882,0.7629380056668151,0.8357433725128718,0.8531310667189532,0.7575380446323082,0.711534012814125,0.7270329480711626,0.7470757974251168,0.7115174380678413,0.7197394684194239,0.8300884302127458,0.7509938473615875,0.9999819292789189,0.9247748075163921,0.7980969696112227,0.8039200334689698,0.8394727647906035,0.785667617793042,0.6343883555306538,0.6161863696113634,0.6585729870633065,0.6596607089534314,0.6354747429081513,0.7721283602116746,0.8446529289857785,0.6894834153211984,0.6731248903605667,0.6182730130355006,0.7075949015009886,0.5579702442544213,0.6299350598354216
ppy ht F 1,,,,,0.5347535499606997,0.5642025520186532,0.4131370161018741,0.4653791242370168,0.3578708610436025,0.5728175727124146,0.6032234648056536,0.6749889736692593,0.825230924201718,0.7762530858993372,0.8153013720059239,0.6644375004893461,0.7471490447415631,0.7366228874616783,0.6814800345185474,0.7042832227527643,0.6180542949032591,0.6857270017184628,0.604354099552311,0.5797855109964356,0.6430084760828997,0.5942430303352246,0.6505719178316555,0.5386847013897936,0.7351130456721918,0.6035029105360684,0.8276042793999411,0.7608935728496798,0.7114506288112005,0.6066844153755376,0.7116131469575121,0.6190640452139257,0.6038477470414162,0.6537873186499953,0.6323456394508726,0.6609720071052704,0.7364593619701454,0.7238338715914471,0.848425543713992,0.856966516212094,0.7337078278161846,0.7870816208469738,0.7824213033726097,0.7654669412209283,0.4862312941805083,0.54649721143316,0.6303368045424547,0.6603613830810847,0.7126020424117138,0.7555814328553058,0.7297767877136703,0.7979760768899912,0.7175935728246194,0.7706231996427003,0.738328098983478,0.701506160320214,0.6737140100991845,0.7550204093866699,0.8359164734277231,0.9247034557086656,0.9999910869541643,0.8383088385498122,0.8366835511537424,0.8705758739811671,0.8129366391468116,0.5483459309500749,0.5927814802277578,0.5517391266160603,0.6223390716104689,0.6596370479023697,0.7333351391134953,0.8088202193886608,0.6897540590133653,0.6966016420729417,0.4165127028069944,0.5820771182517324,0.5536229271579299,0.5330995059742761
ppy kd M 1,,,,,0.618874177458321,0.5815864336951841,0.5685874514385273,0.5627013462499806,0.5412520706457505,0.6284072672581325,0.7177069037892266,0.7232512050713099,0.8312670095477779,0.8166763373786603,0.841822769979986,0.8317991170468539,0.8902479732657065,0.8865746349993477,0.807611249336977,0.8210664372806817,0.6241504545316899,0.5865373164349053,0.7643957070372251,0.773769698652739,0.7816164966092107,0.7751969541306502,0.7547098255807226,0.6718839630460189,0.7877726403951683,0.6949464204983226,0.7572376308069899,0.7820881423319133,0.793552877709541,0.7785442141254497,0.825512625614226,0.802182569634745,0.4481670155556985,0.7029817540681026,0.7770530405034562,0.7742832157520705,0.761874969896841,0.7742281603753932,0.8215075953735866,0.7848785351919652,0.8559535241150413,0.8720840965955452,0.8174764574388168,0.8008701965407762,0.4037903774377621,0.7408586154312926,0.7744954630991637,0.7957330976412487,0.8328209500218184,0.8294898892404546,0.8079624041088436,0.9192233078947465,0.9073841528180513,0.8524086638428146,0.8720082376251176,0.5912696553911126,0.7977627271927105,0.852275191341346,0.8610947650444755,0.7984061683488972,0.8394038946061478,0.9998980801266599,0.9692333445285866,0.9033989478238786,0.8307096639547136,0.6766263061917684,0.6751190355803809,0.6464122208780273,0.7506183353917327,0.6831664719633735,0.8329629496805779,0.762736079789062,0.824738285354194,0.8430520250027516,0.6201221383665569,0.7112959598643261,0.4428847213716692,0.41296056950482
ppy kd F 1,,,,,0.6063316609549902,0.5529176867470893,0.583184097096654,0.6137119623563027,0.5539032780246168,0.6200967608114405,0.7123224584467641,0.7624670324305335,0.8477951519503713,0.8221485198344947,0.8663369400085184,0.8364161425065518,0.8869497506494755,0.8680642172763299,0.7984816259128662,0.812689489834222,0.6603581773725955,0.6274586124234856,0.7346623707239062,0.746827001592013,0.7566001298060179,0.7717714273731686,0.7137716802496537,0.6640151719691344,0.7912955050259479,0.6802700241645406,0.7500981163804143,0.7586448959956649,0.8036234883420995,0.7796641286500878,0.8523861047305266,0.815143380582315,0.4878585467794079,0.6548196586971357,0.7795320819668824,0.7585169778500818,0.7580566940558148,0.7547575482377907,0.8302090949492145,0.7878968433700623,0.8671039417812783,0.887866355423337,0.8164345217851677,0.814703958614744,0.47730933151268345,0.7520786874669416,0.7635854126896459,0.7935182396612692,0.8371812823507375,0.8507675013480066,0.8371307937616133,0.9100220994777277,0.8988622266051386,0.8743480106696415,0.8908456624106821,0.6042104877438187,0.7826966688758976,0.8517758920686973,0.854842611122634,0.804676184193664,0.8392375221651871,0.9714466244902338,0.9997849925144411,0.9144092118196344,0.871210734816364,0.6622868195395725,0.6637704143585262,0.6483952776695208,0.7418728390102846,0.6673597356582444,0.8305937842787434,0.7770327553935789,0.8075222390441701,0.8126337411469102,0.6271748592471984,0.7286984579187494,0.4718825992445704,0.4697346248257634
